ordinal,bookmark_id,status_url,author_name,handle,language,is_reply,hashtags,urls,media_count,text
"168","2037487126770864150","https://x.com/nopinduoduo/status/2037487126770864150","我真的没有拼多多","nopinduoduo","zxx","true","","https://github.com/viperrcrypto/Siftly","0","https://t.co/WaDPVwSoPR"
"169","2037155016390435031","https://x.com/baifanweb/status/2037155016390435031","白凡","baifanweb","zxx","false","","http://x.com/i/article/2037153665480564736","0","https://t.co/ijGedqYMp0"
"170","2037108546584576100","https://x.com/ai_muzi/status/2037108546584576100","木子不写代码","ai_muzi","zh","false","","https://github.com/TianyiDataScience/DataViz","1","开源一个我的数据可视化动画库，

让工作展示+内容制作高级10倍！

包含11个高级数据可视化效果，

项目的代码+自己的数据丢给AI，

直接做出属于你的专业数据可视化动画！

项目开源地址：https://t.co/6AjSKoTZrP https://t.co/oaHGwv9kFy"
"171","2037370617910194285","https://x.com/GoSailGlobal/status/2037370617910194285","Jason Zhu","GoSailGlobal","zxx","false","","http://x.com/i/article/2037098650053308416","0","https://t.co/zQ1MqNmF1C"
"172","2037330007467712945","https://x.com/WangNextDoor2/status/2037330007467712945","WangNextDoor","WangNextDoor2","zh","false","","","1","顶层家庭不会让孩子碰的三件事。你同意吗？
我都赞成，但教育孩子别一起上，根据不同的发展阶段循序渐进吧。 https://t.co/laexgZd7qd"
"173","2037483267146797413","https://x.com/iPaulCanada/status/2037483267146797413","iPaul","iPaulCanada","zh","false","","","1","原来之前的衣服都挂错了 https://t.co/AwHSengZ81"
"174","2037183105602109498","https://x.com/AlchainHust/status/2037183105602109498","花叔","AlchainHust","zxx","false","","http://x.com/i/article/2037182794569572358","0","https://t.co/6Phzs4TztH"
"175","2037225607180800036","https://x.com/phosphenq/status/2037225607180800036","Phosphen","phosphenq","zxx","false","","http://x.com/i/article/2037171083573383168","0","https://t.co/XtP3Q0sQoc"
"176","2037336807365615838","https://x.com/TinaLearning/status/2037336807365615838","边忘边学的Tina💋","TinaLearning","zh","false","","","0","4月份改变人生的25件事。

1. 进行完整的人生审计——文件、衣服、订阅、联系人。删除所有累赘。"
"177","2037136055850451025","https://x.com/AYi_AInotes/status/2037136055850451025","阿绎 AYi","AYi_AInotes","zxx","false","","http://x.com/i/article/2037094150823436288","0","https://t.co/ZLUxjw2HET"
"178","2037144537416499636","https://x.com/DtDt666/status/2037144537416499636","看不懂的SOL","DtDt666","zh","false","","","2","查理·芒格的投资原则检查清单（建议投资必看）

虽然查理·芒格的投资分析过程是极其复杂的。

但是，正如在所有复杂领域都有一套行之有效的检查清单，查理也为自己构建了一个清单，分为10个部分。

它是整个投资分析过程的一部分，就像整幅马赛克图案中每个单独的小块那样。

01/ 风险：所有投资评估应该从测量风险（尤其是信用的风险）开始。

・测算合适的安全边际。

・避免和道德品质有问题的人交易。

・坚持为预定的风险要求合适的补偿。

・永远记住通货膨胀和利率的风险。

・避免犯下大错；避免资本金持续亏损。

02/ 独立：“唯有在童话中，皇帝才会被告知自己没穿衣服”。

・客观和理性的态度需要独立思考。

・记住，你是对是错，并不取决于别人同意你还是反对你——唯一重要的是你的分析和判断是否正确。

・随大流只会让你往平均值靠近（只能获得中等的业绩）。

03/ 准备：“唯一的获胜方法是工作、工作、工作、工作，并希望拥有一点洞察力。”

・通过广泛的阅读把自己培养成一个终生自学者；培养好奇心，每天努力使自己聪明一点点。

・比求胜的意愿更重要的是做好准备的意愿。

・熟练地掌握各大学科的思维模型。

・如果你想要变得聪明，你必须不停地追问的问题是“为什么，为什么，为什么”。

04/ 谦虚：承认自己的无知是智慧的开端。

・只在自己明确界定的能力圈内行事。

・辨认和核查否定性的证据。

・抵制追求虚假的精确和错误的确定性的欲望。

・最重要的是，别愚弄你自己，而且要记住，你是最容易被自己愚弄的人。

05/ 严格分析：使用科学方法和有效的检查清单能够最大限度地减少错误和疏忽。

・区分价值和价格、过程和行动、财富和规模。

・记住浅显的好过掌握深奥的。

・成为一名商业分析家，而不是市场、宏观经济或者证券分析家。

・考虑总体的风险和效益，永远关注潜在的二阶效应和更高层次的影响。

・要朝前想、往后想——反过来想，总是反过来想。

06/ 配置：正确地配置资本是投资者最重要的工作。

・记住，最好的用途总是由第二好的用途衡量出来的（机会成本）。

・好主意特别少——当时机对你有利时，狠狠地下赌注吧（配置资本）。

・别“爱上”投资项目——要依情况而定，照机会而行。

07/ 耐心：克制人类天生爱行动的偏好。

・“复利是世界第八大奇迹”（爱因斯坦），不到必要的时候，别去打断它。

・避免多余的交易税和摩擦成本，永远别为了行动而行动。

・幸运来临时要保持头脑清醒。

・享受结果，也享受过程，因为你活在过程当中。

08/ 决心：当合适的时机出现时，要坚决地采取行动。

・当别人贪婪时，要害怕；当别人害怕时，要贪婪。

・机会来临的次数不多，所以当它来临时，抓住它。

・机会只眷顾有准备的人：投资就是这样的游戏。

09/ 改变：在生活中要学会改变和接受无法消除的复杂性。

・认识和适应你身边的世界的真实本质，别指望它来适应你。

・不断地挑战和主动地修正你“最爱的观念”。

・正视现实，即使你并不喜欢它——尤其当你不喜欢它的时候。

10/ 专注：别把事情搞复杂，记住你原来要做的事。

・记住，声誉和正直是你最有价值的财产——而且能够在瞬间化为乌有。

・避免妄自尊大和厌倦无聊的情绪。

・别因为过度关心细节而忽略了显而易见的东西。

・千万要排除不需要的信息：“千里之堤，溃于蚁穴”。

・直面你的大问题，别把它们藏起来。

芒格的总结

为什么有些人会比其他人聪明呢？这跟与生俱来的性格有部分的关系。

有些人的性格并不适合投资。他们总是按捺不住，或者总是忧心忡忡。但如果你拥有好的性格，在这里主要是指非常有耐心，又能够在你知道该采取行动时主动出击，那么你就能通过实践和学习逐渐了解这种游戏。很明显，你吸取教训的来源越广泛，而不仅仅从你自己的糟糕经验中吸取教训，你就能变得越好。

为什么这个投资检查清单中非常关注“买什么”，而很少关注“何时卖”的问题？

芒格的回答是这样的：

“我们偏向于把大量的钱投放在我们不用再另外作决策的地方。如果你因为一样东西的价值被低估而购买了它，那么当它的价格上涨到你预期的水平时，你就必须考虑把它卖掉。那很难。但是，如果你能购买几个伟大的公司，那么你就可以安坐下来啦。那是很好的事情。”"
"179","2017871021513273543","https://x.com/ReyJudgementOS/status/2017871021513273543","Rey｜判断位 x 英语自由","ReyJudgementOS","zh","false","","","2","《货币、方法与市场过程》
奥派经济学大师米塞斯的论文集
Intellectual Conservative将其列为
“保守主义最重要的25本书籍之一”

一、这本书真正讨论的不是货币，
而是一个更危险的问题：
 在一个不可预测的世界里，
谁还敢假装自己“知道该怎么管”？

二、方法论层面 
米塞斯最重要的不是结论，
而是他否决了一个前提：
 社会与市场，不是可被稳定建模的对象。
如果世界处在持续变化、持续失衡中，
那么真正稀缺的就不是数据，
而是判断力。

当模型被当成现实，
判断就会被替换；
当判断被替换，
风险就会被转移。

三、货币层面
米塞斯眼中，
货币从来不是中性的工具，
而是一个选项分配机制：
决定谁先看到机会，
谁后承担代价。
货币政策最危险的地方，
不在于“算错”，
而在于：
 错误不会被及时清算。

四、市场过程层面
市场不是一个“走向均衡”的系统，
而是一个
 不断由判断推动、
又不断修正判断的过程。
把市场当成“可控对象”，
本质上是否认：
 判断先于规则。"
"180","2037093405524976066","https://x.com/wenjie8964/status/2037093405524976066","Jonathan.S⚡️","wenjie8964","zxx","false","","http://x.com/i/article/2037084953629122562","0","https://t.co/vSBoUgv3Gu"
"181","2036836667550781729","https://x.com/hqinjarsy/status/2036836667550781729","Han Qin (姓秦，名汉，字大知)","hqinjarsy","zxx","false","","http://x.com/i/article/2036836315082403840","0","https://t.co/jGFLTd0fUV"
"182","2036648985037873237","https://x.com/iPaulCanada/status/2036648985037873237","iPaul","iPaulCanada","zh","false","","","1","刷屏全网的于东来座谈会……（完整版) https://t.co/gPL7QfElPP"
"183","2036597802319458487","https://x.com/mubeitech/status/2036597802319458487","墓碑科技","mubeitech","zh","false","","","1","怎么发现自己是个普通人的？
Jeff Bezos 靠一道偏微分方程题。

他当年压根没想过做生意。
一心想当伟大的理论物理学家。
一路杀进普林斯顿。
科科拿 A+。
挤进最顶尖的荣誉物理班。

这个班淘汰率惊人。
从开学的一百人一路刷到只剩三十人。
他一直以为自己的智商所向披靡。
直到大三那年撞上一堵墙。

一道偏微分方程作业题。
他和同样擅长数学的室友死磕了三个小时。
白纸上毫无进展。
两人彻底认输。
跑去敲开普林斯顿最聪明同学 Yasantha 的房门。

Yasantha 盯着题目看了几秒。
吐出两个字：“余弦”。
Bezos 懵了。
Yasantha 拿过纸笔。
当面写满三页纸的代数推导。
所有复杂项完美抵消。
结果严丝合缝就是余弦。

Bezos 问他这是不是全凭脑内推演。
对方的回答直接击碎了他的幻想。
没有人能心算这个。
他只是三年前解过一道同类型的题。
大脑瞬间对这两道题完成了完美映射。

Bezos 在这一刻放弃了物理。
聪明人靠拼命刷题可以拿满一堆 A+。
但站在学科顶峰需要的是怪物般的直觉。
顶尖天赋的门槛是基因焊死的。"
"184","2036270526650622303","https://x.com/AI_jacksaku/status/2036270526650622303","阿川 | AI thinking","AI_jacksaku","zh","false","","","0","多智能体 LLM 金融交易框架出中文版了，针对 A股/港股/美股做了深度的优化。

核心设计是模拟人类投资团队：六个 AI 智能体分别扮演基本面分析师、技术分析师、情绪分析师、宏观分析师、风控官、投资经理。
各自独立研究，然后开""投委会""讨论达成共识。

技术栈也很扎实：FastAPI 后端+Vue3 前端，支持OpenAI、Gemini、国产大模型多后端，MongoDB+Redis 双数据库架构。

最用心的设计是配套学习中心——不是让用户盲目跟从 AI 建议，而是教多智能体分析原理、模型选择、风险提示。工具定位是""学习与研究用途""，强调人工最终决策权，合规定位清晰。

v2.0 接近完工，但作者说可能不开源——发现有商业机构盗版冒充官方。这种困境在开源社区很常见hhh

所以这对个人投资者的价值不是""赚钱机器""，而是观察 AI 如何系统分析股票的学习平台。信息差正在缩小，竞争变得更公平。

想搭建自己 AI 投研系统的，可以看看。https://t.co/GtfySLMW0C"
"185","2036396970126770375","https://x.com/iPaulCanada/status/2036396970126770375","iPaul","iPaulCanada","zh","false","","","1","背书实操：遗忘率降低90%的终极学习法！让你记忆力飙升！ https://t.co/Xhpskni8dI"
"186","2035793802955538575","https://x.com/billtheinvestor/status/2035793802955538575","Bill The Investor","billtheinvestor","zh","false","","","1","知识获取的传统门槛正在被打破：一位俄罗斯开发者通过 AI 技术，将学习效率提升了10倍。利用 NotebookLM、Gemini 和 Obsidian 等工具，他剔除重复信息，只保留真正需要的知识，将一个月的学习内容压缩到15分钟。

这种革新不仅节省了1460小时，更让信息处理变得精准高效，挑战教育行业的传统模式。 https://t.co/9qeTiZrbcF"
"187","2035766935422730446","https://x.com/Nancyshanghai/status/2035766935422730446","Nancy","Nancyshanghai","zh","false","","","1","想知道马斯克为啥能在

各个领域都玩得这么溜？

核心秘诀就是

他的「第一性原理」！

这可是他思维里的底层代码

他平时也总提

但2021年和博主

弗里德曼的这场访谈

才是最详细的一次拆解

光讲这个原理

就花了足足8分钟！

没有干巴巴的理论

马斯克实打实掰开揉碎了讲

不光说清了第一性原理到底是啥

还结合自己的实操经历

教你怎么把这个思维

用在实际做事

做决策里

帮你抛开乱七八糟的表象

直接抓核心、找本质！

不管是想提升自己的思考能力

还是搞懂大佬的创新逻辑

这个视频都超有料

看完绝对打开新思路！

赶紧点进去看看👇"
"188","2035661513688797471","https://x.com/fhwofjow51260/status/2035661513688797471","娜美知识库","fhwofjow51260","zh","false","","","1","从零开始搭建🪜——保姆级教程 https://t.co/GtkkpkPcrI"
"189","2035530684316749878","https://x.com/VincentLogic/status/2035530684316749878","Vincent Logic | 只上干货","VincentLogic","zh","false","","","1","1个小时，改变一生 关键在于行动，而非仅仅积累知识。 https://t.co/bmXFc72G93"
"190","2035695465719550313","https://x.com/gxjdian/status/2035695465719550313","纯棉短裤","gxjdian","zh","false","","https://www.youtube.com/watch?v=ggCSZOXEqbE","0","拒绝昂贵代理！仅 $8 一年的家庭宽带IP

非广，使用几年来一直不错

纯净美国、欧洲等多国家可选家宽

稳定开通Claude/ChatGPT

有一定的操作技巧才能到💲8 的价格

具体看视频的操作⬇️
https://t.co/D3rsXYlqEx"
"191","2035481918456942714","https://x.com/caijingshujuku/status/2035481918456942714","财经数据库","caijingshujuku","zh","false","","","1","刚刷到一部新鲜出炉的 AI 电影。确实太厉害！

《代理人》，片长46分钟，我感觉这大概代表了现阶段 AI 视频的天花板水平。

画面一致性、运镜、风格这些东西，你压根不会去在意——不是因为它做得将就，恰恰相反，是因为这些已经完全不是问题了，你的注意力会被剧情拽着走，根本没有空闲去挑剔技术层面的事。这种体验，说真的，之前看AI视频从来没有过。

剧本也有点《黑镜》的味道，带着那种让你看完会回味、会隐隐不安的劲儿。

刚好周末，时间也不长，推荐大家去看看"
"192","2035404508038369364","https://x.com/XXY177/status/2035404508038369364","夏雪宜","XXY177","zh","false","","","1","这个视频很长，22分钟

但它荟萃了 查理·芒格 99年的人生领悟

我听了3遍，意犹未尽

我想我一辈子要说的话要传的道

都在这22分钟里头了。

@grok 为连22分钟也不愿意花的人，提炼总结此视频内容的核心观点和精髓。 https://t.co/0ED5sodgna"
"193","2025166731434754519","https://x.com/0xCheshire/status/2025166731434754519","柴郡🔔｜Crypto+AI Plus","0xCheshire","zh","false","","","1","在1985年，30岁的史蒂夫·乔布斯解释了如何将一家初创公司变成一家价值十亿美元的公司。

他的一些框架：
- 生存才是真正的战争
- 截止日期决定命运
- 时机窗口会扼杀初创公司

来自乔布斯回归时代的12个永恒教训：🧵 https://t.co/9qHAjUQc6c"
"194","2024646755078590759","https://x.com/Richard_Y_Wu/status/2024646755078590759","羽上物语⛩️","Richard_Y_Wu","zh","false","","","1","长期跟认知低的人相处，最可怕的后果：你会慢慢 “分裂” https://t.co/SMAnXi1jMw"
"195","2024667814951604483","https://x.com/QexFhCmGpj1Tovp/status/2024667814951604483","路漫漫","QexFhCmGpj1Tovp","zh","false","","","1","过完年，好多衣物要收拾，这些简单方便收叠方法值得学起来~ https://t.co/m5aZS9hiaq"
"196","2023953607255638340","https://x.com/SoulSloop99/status/2023953607255638340","心灵书舫 | SoulSloop","SoulSloop99","zh","false","","","1","樊登老师拆解五代十国的乱世英雄，有水平、有深度！太喜欢看了！ https://t.co/sIycfv81RR"
"197","2023644647441265115","https://x.com/thewindisfree/status/2023644647441265115","Crypto红船投资","thewindisfree","zh","false","","","0","2月15日，伯克希尔公布了其25年4季度的持仓清单，持仓一季度，获得接近50%收益后，把谷歌清仓了。

伯克希尔增持了星座品牌（酒业巨头，也是青岛啤酒在美国的代理），达美乐披萨和西方石油。

根据最新数据核心数据，伯克希尔的股票总持仓为2670亿美元，而持有现金则高达3800亿美元！伯克希尔手持现金超过股票，这是历史上的第五次。

除了第一次是合规需要，1969年公司转型（从合伙转控股），剩下的分别是 ——1987年美股黑色星期一前夕；
1999-2000年的互联网泡沫顶峰；2007-2008年 金融危机之前；
2024年-2026年的现在。

这次，伯克希尔的现金持有占比也创了历史新高，占总资产的58.7%！伯克希尔本来就仅持有苹果和谷歌两只科技股。苹果没有参与AI基建大赛。"
"198","2022994819765981402","https://x.com/gxjdian/status/2022994819765981402","纯棉短裤","gxjdian","zh","false","","https://github.com/hesamsheikh/awesome-openclaw-usecases","0","部署了OpenClaw大龙虾，不知道干啥的，看看GIthub这个项目

各位维度都有，包括X分析， 热门分享的等等，

包括多个小龙虾的，多代理专业团队的调度项目。

收集了 OpenClaw 使用案例的社区合集。

https://t.co/xmvNVjyyYA"
"199","2023502897602806157","https://x.com/crazy_historyx/status/2023502897602806157","环球纪录","crazy_historyx","zh","false","冷知识百科 | 生活技巧 | 我的宝藏食谱","","1","零翻车懒人糖醋排骨，不用开火没有油烟全程不加一滴水。 #冷知识百科 #生活技巧 #我的宝藏食谱 # https://t.co/FLJw9jl4zT"
"200","2023033042567389313","https://x.com/Xiaoniu6161/status/2023033042567389313","小牛","Xiaoniu6161","zh","false","","","1","币圈的朋友 最近的反射弧是不是有点长了？已经播完了。

已经看到好些人 评论 《太平年》很好看了，从历史剧的角度服化道这部已经顶流之作了，浙江出钱拍剧不会差的，最重要这段其实的选材是中国剧目中少有的乱世题材，尺度上有很大突破了。

推荐抖音历史博主：杨利辉，有很好的剧情解析 https://t.co/H1NKjfALiS"
"201","2022570405723279364","https://x.com/fkysly/status/2022570405723279364","马天翼","fkysly","zh","false","","https://github.com/kapi2800/qwen3-tts-apple-silicon","1","可以让你的 OpenClaw 在 mac mini m4 上装一下 https://t.co/nAzgwbVMBt 这个，qwen3-tts 本地小模型 Mac 量化版，如果是其他机器，应该也有对应的可以跑。

然后，你让它用 Serena 的温柔正常语速讲一段小故事。

你就可以得到这个视频里的语音效果。我之前没咋研究过本地语音模型，我感觉挺不错的。 https://t.co/MLhXjH0hum"
"202","2022837071556354549","https://x.com/myinvestpilot/status/2022837071556354549","策引","myinvestpilot","zh","false","","https://www.myinvestpilot.com/docs/investment-mindset/introduction","1","🧧 春节礼物：写了约6.5万字的《从情绪化交易到系统化投资》，17篇文章，免费开放。

覆盖预测陷阱 → 杠杆数学真相 → AI协作边界 → 执行纪律 → All-in为什么是数学错误。

欢迎随时讨论或吐槽 👋

🔗 https://t.co/Tsx1mYw0cc https://t.co/m0RySZwbxv"
"203","2022581586957394103","https://x.com/SweetChefDiary/status/2022581586957394103","小厨娘Sherry","SweetChefDiary","zh","false","美食","","1","炸鸡腿做法 #美食 ##美食 # https://t.co/Q3hP9dOjzz"
"204","2022495765927772346","https://x.com/LiumangtuCrypto/status/2022495765927772346","流氓兔🐰","LiumangtuCrypto","zh","false","","","0","我以为我很会理财，直到ChatGPT审计了我的财务。

它发现我每月浪费847美元，我完全没注意到。

复制这7个提示词，停止流失看不见的钱："
"205","2022497271003136301","https://x.com/yx53834975/status/2022497271003136301","云映萱","yx53834975","zh","false","","","1","律师就这样被强制带离法庭。在天朝法律就是一个笑话！ https://t.co/r3KjvWH6U8"
"206","2022684857697210674","https://x.com/Ansel_Flipradio/status/2022684857697210674","Fear_Nation_世界苦茶","Ansel_Flipradio","zxx","false","","http://x.com/i/article/2022679925501902848","0","https://t.co/O0vEySjm1x"
"207","2022635111318188110","https://x.com/DtDt666/status/2022635111318188110","看不懂的SOL","DtDt666","zh","false","","","1","硬核假期补脑！强烈建议我的每一位粉丝必看《投资的底层逻辑》这部纪录片

这片子是师兄孟岩耗时2年制作，是我认为是关于投资最好、最接地气的科普纪录片

特别是处于恐惧、亏损、无助、迷茫期的兄弟们，观看后你会醍醐灌顶豁然开朗。

仅需30分钟你就能理解货币、经济、供需、投资周期的底层逻辑。

——此文无价，再次重发推荐，建议兄弟们收藏反复观看（第一弹），兄弟们你敢不敢假期看我的必看十弹？让你2026 脱胎换骨。"
"208","2022184210346520856","https://x.com/MeganNicoleee__/status/2022184210346520856","链上小天使","MeganNicoleee__","zh","false","财富思维 | 财富自由","","1","先学会不被欲望绑架 #财富思维 #财富自由 https://t.co/Y65qP2pvsJ"
"209","2014090291402383517","https://x.com/ruima/status/2014090291402383517","Rui Ma","ruima","en","false","","","1","Almost over jetlag and finally finished my takeaways from my trip last week on new energy and robotics in China. The highlight was spending two days in Liyang, a city of 800,000 people about an hour from Shanghai that most people have never heard of. It's China's battery capital: hosts over 100 power battery companies including CATL's massive Jiangsu base, generates $14B in output and ~5% of global battery production.

We visited 6 manufacturing facilities across the energy stack: power batteries, solid-state batteries, solar, transformers, EVs. A private investor wanted their group to understand how China actually manufactures at scale, not just sit in Beijing boardrooms. So that's what we did: spent most of our time on production lines. Here's what stood out."
"210","2019282792086208762","https://x.com/yuyy614893671/status/2019282792086208762","金融汪","yuyy614893671","zh","false","","","0","大家都应该听说过吧，读书学习知识积累有一个从把书读厚，再慢慢读薄的过程

其实做研究然后再做投资也是这样一个过程，刚刚入行的时候，看IPO公司的发行文书，一份几百页；看上市公司年报一份一百多页，研究公司至少需要看10-15年的数据和趋势（如果有的话）看卖方的行业深度研究报告50页.......

自己写报告，基本上都是50-100页起，从公司的前世今生，股权结构变更，主营业务变化，主要产品及商业模式，行业竞争趋势，财务发展情况，历次融资分红情况，本次交易背景和结构.......

每天邮箱里塞满卖方的300-400份报告（是每天）
自己再写上至少100篇真正有质量，独立思考，数据扎实，逻辑严密的报告之后

你会自然建立自己的判断力，无他，唯手熟尔；到最后，跟踪熟悉的公司，便不再需要冗长的几十上百页的报告，只需要去看最关键的变量即可，因为财务报表一个季度公布一次，是连续的，关注趋势的变化就成为市场老兵最重要的工作

这个时候，从投研角度，可以算是真正把书读薄了

但是，基本功的训练则是前面十年，甚至更长时间的日复一日，兢兢业业

AI来了，会问好问题的人，可以非常开心，真的非常开心

但AI来了，入门级的员工如何培养？如何成为具有鉴别力有专业度有责任心的人？

好难好难"
"211","2021934528533831887","https://x.com/Ansel_Flipradio/status/2021934528533831887","Fear_Nation_世界苦茶","Ansel_Flipradio","zxx","false","","http://x.com/i/article/2012351438849257472","0","https://t.co/1Kzqv43QHf"
"212","2022084212392956310","https://x.com/Vicky22955256/status/2022084212392956310","Luckylab_Vicky","Vicky22955256","zh","false","","","1","蒜蓉粉丝虾😋 https://t.co/XwRmUKmKKi"
"213","2021695239266894024","https://x.com/wuzuolai/status/2021695239266894024","吴祚来","wuzuolai","zxx","false","","http://x.com/i/article/2021694204687396865","0","https://t.co/bSxVcUCtRv"
"214","2022045052588138840","https://x.com/kenw_2/status/2022045052588138840","Ken W","kenw_2","zh","false","","","1","Seedance 2.0的8大类玩法

（对里面的提示词感兴趣可以看回复） https://t.co/HCJzkVrdfI"
"215","2021888263011938801","https://x.com/TaoTaoOps/status/2021888263011938801","桃桃的运营日记📓","TaoTaoOps","zh","false","","","0","2026年了，我还是不懂为什么有人还在手动剪视频。

今天我用Google Gemini当'隐形视频编辑'，一天剪了4个视频。零即兴，零浪费时间。

这里有6个提示词，能把混乱的剪辑变成专业策略↓"
"216","2021994135016870379","https://x.com/AsiaFinance/status/2021994135016870379","亚洲金融 Asia Finance","AsiaFinance","zh","false","","","1","刚刚，沈阳市政集团破产，林毅夫的“产业政策”、金刻羽的“市长经济”，都在排队倒塌。最佳的结果：普通债权按30%比例现金清偿，剩余通过债转股的方式。而金刻羽自己，哈佛美女经济学博士，也倒在斩杀线？情夫余海军，当时有6个婚生子女，3个非婚生子女，她被骗又给他生了一个。
https://t.co/lKIIfNYqOL"
"217","2021711269426765853","https://x.com/dotey/status/2021711269426765853","宝玉","dotey","zxx","false","","http://x.com/i/article/2021710864458403840","0","https://t.co/3lnmdbnnTz"
"218","2018946199106326726","https://x.com/rwayne/status/2018946199106326726","Roland.W","rwayne","zxx","false","","http://x.com/i/article/2018942207735242752","0","https://t.co/q0k85TLvh9"
"219","2021458909970694262","https://x.com/AriXZone/status/2021458909970694262","魔都老猿","AriXZone","zh","false","","","1","尹烨这段谈话值得一看。 https://t.co/rJfGalf5x4"
"220","2021219194688196689","https://x.com/pushu1228/status/2021219194688196689","大V黑匣子 | 炒股上帝视角 🇨🇳","pushu1228","zh","false","","","1","这张图，学过量学的股民，一看就明白
如果没研究过量学，可以买本黑马王子的涨停密码
新手看后有惊喜 https://t.co/zhk8ds9zm8"
"221","2021435026408407075","https://x.com/NextBullReady/status/2021435026408407075","董币哥","NextBullReady","zh","false","","","0","别再花钱买股票交易课程了。

GROK + Gemini 可以免费教你。

用这 7 个提示词交易更聪明："
"222","2021031200270451038","https://x.com/Nicole_yang88/status/2021031200270451038","泥伏雷闯关记","Nicole_yang88","zh","false","","","1","贝佐斯50分钟，胜过两年 MBA。

2005 年，贝佐斯在斯坦福商学院的一场 50 分钟演讲，

讲透了许多人读完两年 MBA 仍没真正想明白的创新与增长逻辑。 https://t.co/KF9WRdESdZ"
"223","2021168464099148219","https://x.com/tychozzz/status/2021168464099148219","Nico投资有道","tychozzz","zxx","false","","http://x.com/i/article/2021149161639550976","0","https://t.co/3hoRIycaom"
"224","2020745132757402091","https://x.com/FinanceYF5/status/2020745132757402091","AI Will","FinanceYF5","ja","true","","https://x.com/AlexFinn/status/2019816560190521563","0","源：https://t.co/nGM1IRW62N"
"225","2020482820465123580","https://x.com/GitHub_Daily/status/2020482820465123580","GitHubDaily","GitHub_Daily","zh","false","","","1","很多时候手里有 PDF 或 Epub 电子书，想在通勤或做家务时听，却找不到现成的有声版本，市面上的朗读工具要么收费，要么声音机械。

刚好在 GitHub 发现 QuickPiperAudiobook 这个开源工具，一行命令就能把任意文本内容生成自然的有声书。

支持 PDF、ePub、Mobi、TXT 甚至 HTML 等多种格式，核心是调用了高质量的 Piper 语音模型，生成的语音非常自然且支持多语言。

GitHub：https://t.co/UDkzwtSMQI

最大的特点是完全离线运行，隐私安全，配合 ffmpeg 还能自动生成带章节的 MP3 文件，体验很接近原生有声书。

只要配置好对应的语言模型（支持中文），就能帮我们把本地的文档库变成专属的“听书馆”，非常适合喜欢听书的朋友。"
"226","2019986652836573421","https://x.com/WaFFsdzAiNop/status/2019986652836573421","Kiki","WaFFsdzAiNop","zh","false","","","1","一张图带你看透权力的顶级思维 https://t.co/bd6ttwviBV"
"227","2019966319601623455","https://x.com/wlzh/status/2019966319601623455","M.","wlzh","zh","false","","","1","把文章链接塞给 弟弟🧍‍♂️，

完成安装了，OpenClaw节省十倍token消耗。 https://t.co/JHAdV03Ak8"
"228","2019950946298822860","https://x.com/howie_serious/status/2019950946298822860","howie.serious","howie_serious","zh","false","","","4","chrome 可以原地升级为“纯血 ai 浏览器”了，由 gemini 3 pro 驱动，和chatgpt atlas 一样，同样指哪打哪（图 1、图 2）。

只需几步，花1分钟就能开启。记录一下我的开启过程，或许对你有帮助：

step1：打开 glic 开关。glic是“gemini live in chrome”的缩写，顾名思义，需要打开。在 chrome浏览器地址栏输入 chrome://flags，然后搜索“glic”，把这几个开关打开（图 3）；

step2：把 google 账号的语言设置为英文（图 4）；

step3：vpn 选美国 ip；

step4：⌘ + Q，关闭 chrome 进程。

再次打开 chrome，右上角就应该有gemini logo 了。使用 control+G 可以随时召唤 gemini。

如果没成功，还有最后一招，也最有效：打开 terminal，复制粘贴这个命令，强行设定 chrome 的启动参数：`open -n -a ""Google Chrome"" --args --variations-override-country=us`

祝上网愉快，用 ai 浏览器上网，更愉快，哈哈🤣"
"229","2019584328016232603","https://x.com/0427SMtieshou/status/2019584328016232603","蓝V日报","0427SMtieshou","zh","false","","","1","【要独立就必须有自由！要负责就必须有权力！】洪朝阳，世界五百强高管。女儿是电竞职业选手。长期排名世界第一。她的教育理念：
做人两点最重要
1.独立性
2.责任感
要独立就必须有自由
要负责就必须有权力 https://t.co/s5xlZ0u4XC"
"230","2019387454449700929","https://x.com/FFEE_2025/status/2019387454449700929","FFEE知识分享","FFEE_2025","zh","false","","https://github.com/Nagi-ovo/gemini-voyager","0","打造属于你的 Gemini 体验 ✨

优雅的时间轴导航、文件夹管理对话、构建专属提示词库。
 这是 Google Gemini 缺失的都补上

https://t.co/0LVOBp0QpM"
"231","2019562039493161286","https://x.com/chengfeng240928/status/2019562039493161286","Agent成峰","chengfeng240928","zxx","false","","http://x.com/i/article/2019559726896295936","0","https://t.co/H4Gpzkeq3m"
"232","2012878097880609039","https://x.com/geesehowardt7/status/2012878097880609039","小娜学AI","geesehowardt7","zh","false","","http://gstatic.com","0","总结各种反重力无法登录等问题.
Google会把某些节点认为是不符合使用Google AI的区域.  1例如racknerd的sanjose 机房就不行.  
2某些节点分流规则设置错误,会把google的域名,例如 https://t.co/XZ9C1qUUp7无法访问网络.  
解决方法使用cloudflare warp socks5 proxy, 设置分流google相关域名都可以解决"
